epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
193,683.618,4.29596,2.85116,0.92486,0.01657,0.38462,0.02765,0.00426,4.17507,2.10032,0.72521,0.0007328,0.0007328,0.0007328
194,687.227,4.27167,2.95439,0.92213,0.02376,0.58242,0.03763,0.00891,3.57499,2.44234,0.69938,0.0007262,0.0007262,0.0007262
195,690.835,4.21355,2.71261,0.88654,0.02022,0.51648,0.03546,0.00644,3.88759,2.38462,0.72839,0.0007196,0.0007196,0.0007196
196,694.601,4.24621,2.90506,0.93868,0.01679,0.45055,0.02974,0.00594,3.98568,2.2873,0.76375,0.000713,0.000713,0.000713
197,698.174,4.15558,2.73989,0.91732,0.01489,0.34066,0.02617,0.00474,4.15011,2.30961,0.77393,0.0007064,0.0007064,0.0007064
198,701.871,4.28649,2.83149,0.91684,0.02849,0.43956,0.04012,0.00818,3.83642,2.2939,0.77545,0.0006998,0.0006998,0.0006998
199,705.548,4.2431,2.76838,0.90959,0.04268,0.46154,0.06248,0.01535,3.84364,2.73231,0.77129,0.0006932,0.0006932,0.0006932
200,709.256,4.11809,2.74081,0.93291,0.05863,0.3956,0.06706,0.01828,3.81174,3.09785,0.78202,0.0006866,0.0006866,0.0006866
201,712.981,4.04726,2.74227,0.91297,0.04655,0.54945,0.08525,0.01941,3.8805,2.52237,0.76155,0.00068,0.00068,0.00068
202,716.607,4.0688,2.70403,0.89416,0.03709,0.56044,0.0664,0.0147,3.6035,2.5215,0.74054,0.0006734,0.0006734,0.0006734
203,720.212,4.14252,2.66641,0.87602,0.03599,0.56044,0.08635,0.01947,3.82602,2.24112,0.7259,0.0006668,0.0006668,0.0006668
204,723.875,4.01969,2.75974,0.87658,0.04562,0.53846,0.07811,0.02147,3.55324,2.17787,0.6834,0.0006602,0.0006602,0.0006602
205,727.508,4.23253,2.80114,0.89796,0.10677,0.36264,0.10707,0.0243,3.65569,2.07269,0.67607,0.0006536,0.0006536,0.0006536
206,731.189,4.13494,2.73565,0.93117,0.02997,0.62637,0.09097,0.01654,3.84121,2.16145,0.66049,0.000647,0.000647,0.000647
207,734.83,4.19261,2.7231,0.90562,0.10121,0.37363,0.08966,0.0135,3.99216,1.98397,0.69448,0.0006404,0.0006404,0.0006404
208,738.409,4.03773,2.75307,0.93197,0.09944,0.18681,0.08134,0.01527,3.81935,2.10726,0.7063,0.0006338,0.0006338,0.0006338
209,742.033,4.11942,2.69185,0.90516,0.03323,0.61538,0.06855,0.01603,3.60732,2.40095,0.66541,0.0006272,0.0006272,0.0006272
210,745.793,4.18332,2.72757,0.9273,0.04562,0.6044,0.08756,0.01825,3.75413,2.23761,0.64887,0.0006206,0.0006206,0.0006206
211,749.359,4.30959,2.8419,0.9255,0.0326,0.61538,0.04919,0.01195,3.58068,2.36203,0.6396,0.000614,0.000614,0.000614
212,752.94,4.11868,2.76062,0.90688,0.03106,0.67033,0.0693,0.01349,3.65177,2.25539,0.64495,0.0006074,0.0006074,0.0006074
213,756.591,4.22314,2.78418,0.93185,0.03503,0.6044,0.05848,0.01541,3.47861,2.39196,0.66645,0.0006008,0.0006008,0.0006008
214,760.266,4.14108,2.72406,0.93196,0.03607,0.56044,0.05364,0.01148,3.92145,2.26077,0.69601,0.0005942,0.0005942,0.0005942
215,763.973,4.09158,2.61012,0.89013,0.04286,0.52747,0.05918,0.0103,4.00413,2.47557,0.69594,0.0005876,0.0005876,0.0005876
216,767.613,4.14802,2.75501,0.91894,0.04625,0.54945,0.0663,0.01051,4.02728,2.38613,0.68935,0.000581,0.000581,0.000581
217,771.215,4.08557,2.68919,0.87234,0.03772,0.53846,0.07589,0.0149,3.85585,2.32395,0.69447,0.0005744,0.0005744,0.0005744
218,774.874,4.22807,2.74154,0.90591,0.02645,0.51648,0.04656,0.01138,3.8278,2.28746,0.73242,0.0005678,0.0005678,0.0005678
219,778.428,4.19749,2.80465,0.92226,0.02451,0.54945,0.04881,0.01047,3.90448,2.15124,0.728,0.0005612,0.0005612,0.0005612
220,782.048,4.09076,2.62528,0.88154,0.02422,0.53846,0.05095,0.01158,3.90997,2.11593,0.72404,0.0005546,0.0005546,0.0005546
221,785.88,4.23991,2.73317,0.93797,0.02472,0.50549,0.05335,0.00984,3.98354,2.16756,0.7181,0.000548,0.000548,0.000548
222,789.482,3.94923,2.58045,0.87763,0.02642,0.51648,0.06199,0.01079,4.03557,2.1525,0.7096,0.0005414,0.0005414,0.0005414
223,793.085,4.08797,2.60715,0.8904,0.02201,0.48352,0.05868,0.01021,4.00852,2.05581,0.7194,0.0005348,0.0005348,0.0005348
224,796.737,4.04061,2.63647,0.91447,0.02616,0.54945,0.07108,0.01404,3.79238,2.21529,0.73266,0.0005282,0.0005282,0.0005282
225,800.38,4.17519,2.64819,0.90211,0.0239,0.49451,0.06036,0.01099,4.0293,2.13844,0.75361,0.0005216,0.0005216,0.0005216
226,804.012,4.06288,2.65232,0.91337,0.02645,0.56044,0.03919,0.01022,3.59935,2.39887,0.71115,0.000515,0.000515,0.000515
227,807.672,3.96492,2.62296,0.89343,0.03249,0.53846,0.07032,0.01364,3.91485,2.15879,0.7587,0.0005084,0.0005084,0.0005084
228,811.33,4.07882,2.62712,0.91492,0.03777,0.52747,0.06046,0.01438,3.81906,2.27293,0.74029,0.0005018,0.0005018,0.0005018
229,814.971,4.04082,2.58282,0.91691,0.03796,0.48352,0.06545,0.01651,3.85551,2.27474,0.73922,0.0004952,0.0004952,0.0004952
230,818.874,4.11563,2.60884,0.91926,0.03701,0.52747,0.07513,0.0195,3.60577,2.23207,0.69292,0.0004886,0.0004886,0.0004886
231,822.55,4.123,2.49605,0.89602,0.10891,0.37363,0.09463,0.02023,3.60457,1.945,0.67602,0.000482,0.000482,0.000482
232,826.177,4.03563,2.6684,0.91343,0.05642,0.51648,0.07427,0.01775,3.61772,2.13064,0.67834,0.0004754,0.0004754,0.0004754
233,829.972,4.0449,2.53531,0.87566,0.03734,0.56044,0.10004,0.02391,3.7471,2.24126,0.71244,0.0004688,0.0004688,0.0004688
234,833.657,3.97441,2.54676,0.89119,0.09213,0.37363,0.07646,0.01937,3.70303,2.16227,0.7345,0.0004622,0.0004622,0.0004622
235,837.357,3.96755,2.56626,0.89225,0.09394,0.23077,0.07664,0.01993,3.60459,2.1082,0.72913,0.0004556,0.0004556,0.0004556
236,841.06,4.03977,2.55056,0.89147,0.02783,0.53846,0.06839,0.01836,3.51577,2.10567,0.70229,0.000449,0.000449,0.000449
237,844.6,4.049,2.59549,0.88558,0.02715,0.53846,0.07081,0.01953,3.42942,2.07968,0.71012,0.0004424,0.0004424,0.0004424
238,848.306,3.9344,2.55303,0.90301,0.06667,0.16484,0.0742,0.01924,3.5435,1.9422,0.70608,0.0004358,0.0004358,0.0004358
239,852.035,4.06591,2.58152,0.92023,0.09683,0.31868,0.07652,0.01811,3.66617,1.90405,0.71193,0.0004292,0.0004292,0.0004292
240,855.841,3.99409,2.54595,0.88276,0.08494,0.48352,0.06351,0.01734,3.5289,2.05902,0.66934,0.0004226,0.0004226,0.0004226
241,859.471,3.95338,2.48588,0.88145,0.10986,0.38462,0.08939,0.02024,3.66204,1.93663,0.66797,0.000416,0.000416,0.000416
242,863.097,3.963,2.59457,0.87387,0.09257,0.32967,0.08166,0.021,3.63924,2.10457,0.67454,0.0004094,0.0004094,0.0004094
243,866.755,4.02208,2.53917,0.8984,0.04179,0.6044,0.10217,0.02505,3.67189,2.16241,0.6819,0.0004028,0.0004028,0.0004028
244,870.415,3.90008,2.44313,0.86788,0.0335,0.50549,0.08295,0.01838,3.79469,2.18117,0.7094,0.0003962,0.0003962,0.0003962
245,874.18,4.03203,2.61857,0.89747,0.08242,0.40659,0.07853,0.01699,3.79371,2.15253,0.70373,0.0003896,0.0003896,0.0003896
246,877.692,3.85285,2.45909,0.86446,0.11243,0.36264,0.12642,0.02677,3.70447,1.95235,0.69372,0.000383,0.000383,0.000383
247,881.482,4.1593,2.78574,0.93036,0.11466,0.27473,0.10731,0.02607,3.6452,1.97236,0.69446,0.0003764,0.0003764,0.0003764
248,885.166,3.96625,2.54135,0.87212,0.11024,0.29681,0.0915,0.02521,3.5841,2.08049,0.67453,0.0003698,0.0003698,0.0003698
249,888.664,3.92418,2.52658,0.89527,0.09881,0.42857,0.09603,0.02719,3.63179,2.03145,0.67155,0.0003632,0.0003632,0.0003632
250,892.4,4.01651,2.58013,0.89286,0.03674,0.54945,0.08628,0.0231,3.51283,2.19806,0.67174,0.0003566,0.0003566,0.0003566
251,896.004,3.95904,2.55975,0.91502,0.10727,0.41758,0.10956,0.02945,3.5294,1.97788,0.65847,0.00035,0.00035,0.00035
252,899.706,4.08499,2.55894,0.89455,0.09964,0.45055,0.06605,0.01737,3.42935,2.0885,0.62971,0.0003434,0.0003434,0.0003434
253,903.336,3.98214,2.5192,0.89795,0.09884,0.37363,0.09799,0.02246,3.56134,2.0076,0.65055,0.0003368,0.0003368,0.0003368
254,907.015,3.95474,2.54856,0.90143,0.1105,0.35165,0.08345,0.02293,3.40402,2.15697,0.67527,0.0003302,0.0003302,0.0003302
255,910.676,4.06454,2.60501,0.9055,0.10511,0.3956,0.1105,0.03241,3.36168,2.13243,0.63201,0.0003236,0.0003236,0.0003236
256,914.481,3.89589,2.66307,0.88743,0.1098,0.37363,0.10721,0.029,3.42456,2.05865,0.6126,0.000317,0.000317,0.000317
257,918.127,4.06196,2.51032,0.88425,0.10585,0.38462,0.10807,0.03012,3.40143,2.01093,0.62042,0.0003104,0.0003104,0.0003104
258,921.719,3.82301,2.36089,0.88167,0.09508,0.27473,0.09599,0.03117,3.36859,2.08896,0.62425,0.0003038,0.0003038,0.0003038
259,925.365,3.97943,2.48019,0.87778,0.12859,0.28571,0.13185,0.03371,3.38868,2.02265,0.62726,0.0002972,0.0002972,0.0002972
260,929.135,3.95972,2.53793,0.90659,0.04198,0.61538,0.0842,0.02658,3.353,2.16846,0.64039,0.0002906,0.0002906,0.0002906
261,932.696,3.92308,2.54708,0.91145,0.07562,0.15385,0.09133,0.0258,3.39297,2.19189,0.64642,0.000284,0.000284,0.000284
262,936.39,3.98419,2.54598,0.89234,0.09846,0.49451,0.10268,0.02623,3.55039,2.21384,0.64637,0.0002774,0.0002774,0.0002774
263,939.968,3.94278,2.52731,0.87634,0.04724,0.59341,0.08589,0.02535,3.59571,2.3125,0.65155,0.0002708,0.0002708,0.0002708
264,943.682,3.9325,2.57967,0.91855,0.05243,0.59341,0.08841,0.02408,3.68575,2.40341,0.65552,0.0002642,0.0002642,0.0002642
265,947.334,4.07361,2.5597,0.92577,0.05183,0.56044,0.08567,0.02346,3.72902,2.39356,0.67262,0.0002576,0.0002576,0.0002576
266,951.001,4.03834,2.52746,0.8914,0.05215,0.56044,0.07823,0.02199,3.67289,2.41734,0.66723,0.000251,0.000251,0.000251
267,954.814,3.80045,2.44478,0.89683,0.04991,0.61538,0.09089,0.02586,3.64112,2.20998,0.63464,0.0002444,0.0002444,0.0002444
268,958.552,3.81254,2.45504,0.89314,0.04073,0.61538,0.07846,0.02282,3.45213,2.23134,0.6293,0.0002378,0.0002378,0.0002378
269,962.223,3.84834,2.40722,0.88787,0.08751,0.53846,0.08531,0.02446,3.48024,2.1876,0.62856,0.0002312,0.0002312,0.0002312
270,965.86,3.92219,2.39651,0.8901,0.04239,0.61538,0.08118,0.02579,3.45787,2.24447,0.63748,0.0002246,0.0002246,0.0002246
271,969.533,3.96259,2.43335,0.87077,0.03967,0.63736,0.07164,0.02509,3.33341,2.29894,0.6281,0.000218,0.000218,0.000218
272,973.214,3.94911,2.4857,0.89073,0.03934,0.68132,0.08578,0.02314,3.47873,2.19269,0.6127,0.0002114,0.0002114,0.0002114
273,976.813,3.879,2.47354,0.86755,0.04499,0.68132,0.09561,0.02591,3.39898,2.24187,0.61408,0.0002048,0.0002048,0.0002048
274,980.508,3.85404,2.44119,0.90153,0.04957,0.62637,0.09067,0.02468,3.53069,2.38319,0.64312,0.0001982,0.0001982,0.0001982
275,984.14,3.96773,2.52848,0.90426,0.04657,0.58242,0.08358,0.02158,3.66543,2.37068,0.65514,0.0001916,0.0001916,0.0001916
276,987.834,4.00727,2.48037,0.88088,0.04404,0.56044,0.06902,0.01949,3.51494,2.47064,0.66205,0.000185,0.000185,0.000185
277,991.483,3.81313,2.37223,0.87385,0.04639,0.57143,0.07247,0.01978,3.48245,2.48833,0.65283,0.0001784,0.0001784,0.0001784
278,995.218,3.77342,2.43211,0.86458,0.04373,0.58242,0.07097,0.01972,3.4776,2.45445,0.65185,0.0001718,0.0001718,0.0001718
279,998.888,3.72015,2.42856,0.87513,0.03951,0.57143,0.05212,0.01577,3.42236,2.45312,0.65988,0.0001652,0.0001652,0.0001652
280,1002.59,3.87724,2.5053,0.9225,0.03835,0.56044,0.0646,0.01716,3.46277,2.3732,0.66248,0.0001586,0.0001586,0.0001586
281,1006.36,3.91969,2.42378,0.90485,0.04127,0.57143,0.07357,0.02006,3.39173,2.36604,0.66612,0.000152,0.000152,0.000152
282,1010.01,3.8175,2.39584,0.88712,0.04665,0.58242,0.07933,0.02381,3.41484,2.34817,0.66047,0.0001454,0.0001454,0.0001454
283,1013.62,3.81895,2.38334,0.86635,0.04876,0.58242,0.08035,0.02324,3.43015,2.38329,0.65487,0.0001388,0.0001388,0.0001388
284,1017.19,3.9086,2.41257,0.8865,0.04991,0.6044,0.09167,0.0267,3.51099,2.24083,0.6549,0.0001322,0.0001322,0.0001322
285,1020.78,3.80905,2.43729,0.89947,0.11232,0.42857,0.10497,0.029,3.54934,2.11665,0.6566,0.0001256,0.0001256,0.0001256
286,1024.41,3.89881,2.43717,0.87879,0.04044,0.57143,0.08156,0.02296,3.45913,2.2127,0.67239,0.000119,0.000119,0.000119
287,1028.06,3.87275,2.43866,0.90259,0.04031,0.57143,0.0807,0.0227,3.4968,2.1801,0.66846,0.0001124,0.0001124,0.0001124
288,1031.74,3.88739,2.38668,0.8658,0.09621,0.40659,0.08555,0.02441,3.52491,2.17366,0.65882,0.0001058,0.0001058,0.0001058
289,1035.45,3.81515,2.42927,0.87278,0.05329,0.56044,0.08217,0.0227,3.53599,2.26505,0.6584,9.92e-05,9.92e-05,9.92e-05
290,1039.3,3.84785,2.34002,0.86656,0.04454,0.56044,0.07605,0.02159,3.56808,2.31403,0.6614,9.26e-05,9.26e-05,9.26e-05
291,1071.17,3.8281,2.58405,0.92051,0.04927,0.59341,0.09907,0.02814,3.55086,2.18524,0.655,8.6e-05,8.6e-05,8.6e-05
292,1074.57,3.70541,2.57511,0.91612,0.1055,0.36264,0.11705,0.03417,3.53114,2.12982,0.65783,7.94e-05,7.94e-05,7.94e-05
293,1077.94,3.73711,2.66626,0.93964,0.13679,0.2967,0.12969,0.03592,3.51002,2.07941,0.66958,7.28e-05,7.28e-05,7.28e-05
294,1081.43,3.64477,2.32665,0.89922,0.19484,0.26326,0.1358,0.03734,3.49768,1.99102,0.67258,6.62e-05,6.62e-05,6.62e-05
295,1084.94,3.69785,2.36062,0.91423,0.23155,0.25275,0.14528,0.04063,3.43758,1.86056,0.65917,5.96e-05,5.96e-05,5.96e-05
296,1088.48,3.67901,2.41649,0.92864,0.22684,0.2967,0.15834,0.04504,3.39854,1.78945,0.64883,5.3e-05,5.3e-05,5.3e-05
297,1092.07,3.60097,2.32218,0.90931,0.20098,0.28571,0.15333,0.04133,3.39687,1.77761,0.64923,4.64e-05,4.64e-05,4.64e-05
298,1095.61,3.72155,2.25612,0.92244,0.19236,0.2967,0.13771,0.04005,3.37746,1.79014,0.64331,3.98e-05,3.98e-05,3.98e-05
299,1099.23,3.73888,2.32589,0.91966,0.16517,0.28571,0.13448,0.03912,3.3808,1.78364,0.63802,3.32e-05,3.32e-05,3.32e-05
300,1103.23,3.56706,2.23477,0.89257,0.15287,0.27473,0.12794,0.03752,3.36799,1.76882,0.63753,2.66e-05,2.66e-05,2.66e-05
